n1.name,n2.name,r.statistic_score
PLK4,UBE2T,0.3
PLK4,CKS1B,0.3
PLK4,RIF1,0.191
PLK4,MCM2,0.3
FLNA,CD44,0.3
FLNA,IL6,0.3
FLNA,MAMLD1,0.2
FLNA,PTEN,0.3
FLNA,TP53,0.3
BRD8,IL6,0.3
SPINT1,LRRC1,0.3
SPINT1,OSBPL2,0.3
PSMD14,PSMD4,0.56
PSMD14,KRAS,0.6
MET,RAI14,0.2
MET,VHL,0.6
MET,BCL2,0.2
MET,UPP1,0.2
MET,SQSTM1,0.2
MET,UBE2H,0.2
MET,RRM2,0.85
MET,PRKAG2,0.2
MET,SPTBN4,0.3
MET,ZCCHC10,0.3
MET,MTOR,0.1775
MET,SMAD4,0.85
MET,BCL2L1,0.2
RABL6,MRPS2,0.2
LUC7L2,TRIM24,0.2
LUC7L2,NAA38,0.2
LUC7L2,MKLN1,0.2
LUC7L2,NDUFA5,0.2
LUC7L2,MCM7,0.2
LUC7L2,TRRAP,0.2
LUC7L2,NUP205,0.2
LUC7L2,ZNF212,0.2
PEX11A,KRAS,0.6
PKD2L2,SLC9A3,0.2
IKZF2,KRAS,0.6
IKZF2,NRAS,0.44
TADA1,ZNF672,0.2
MTG2,NAE1,0.647
MTG2,MAN2A1,0.3
MTG2,HAND2,0.3
PMPCA,PRPF4,0.2
PMPCA,URM1,0.2
CCL21,CHCHD3,0.3
CDCA2,INCENP,0.3
CDCA2,SPAG5,0.3
PLIN5,VARS1,0.3
ANXA7,PEX13,0.3
ANXA7,NAE1,0.611
TMPRSS11F,PTEN,0.3
CDC45,NRAS,0.524
CDC45,HRAS,0.524
CDC45,NAE1,0.575
CDC45,MYBL2,0.3
CDC45,UNG,0.3
CDC45,TRIP13,0.3
CDC45,GINS4,0.1775
CDC45,GINS3,0.1775
CDC45,POLQ,0.2
CDC45,HIRIP3,0.3
CDC45,SMC2,0.3
CDC45,TAP2,0.1775
CDC45,GINS1,0.1775
CDC45,KRAS,0.524
PHF20L1,TP53,0.3
PHF20L1,BRCA1,0.3
TMED10,EIPR1,0.6
TMED10,KRAS,0.6
TMED10,RAB1A,0.6
TMED10,VTI1B,0.2
NOC2L,SMG5,0.3
NOC2L,TTC4,0.85
NOC2L,TUBGCP5,0.85
NOC2L,TUBGCP3,0.85
NOC2L,YTHDC1,0.85
NOC2L,USE1,0.85
NOC2L,PTTG1,0.85
NOC2L,RHOT2,0.3
NOC2L,PELO,0.85
NDUFA8,PSMC1,0.85
NDUFA8,RPLP1,0.85
NDUFA8,OGFOD1,0.85
NDUFA8,NFE2L1,0.85
NDUFA8,RBM18,0.2
NDUFA8,RPTOR,0.85
DGCR8,ANAPC2,0.3
NFKBIL1,KRAS,0.6
ELP5,HRAS,0.458
ELP5,HASPIN,0.2
ELP5,NRAS,0.458
ELP5,KRAS,0.458
KAT2A,NLE1,0.2
CDK11B,NAE1,0.575
RNPEP,TES,0.3
RNPEP,ZFP36L1,0.3
RNPEP,SLC26A2,0.3
RNPEP,TMTC2,0.3
ABCC8,MYC,0.539
UBE2A,WDR44,0.2
AZGP1,SLC22A1,0.506
AZGP1,KIT,0.506
AZGP1,PDGFRB,0.506
AZGP1,NTRK1,0.506
AZGP1,CYP3A5,0.506
AZGP1,CYP2D6,0.506
AZGP1,RET,0.506
AZGP1,CYP1A2,0.506
AZGP1,PDGFRA,0.506
AZGP1,CYP2C19,0.506
AZGP1,PTGS1,0.506
AZGP1,DDR1,0.506
AZGP1,SLC22A2,0.506
AZGP1,BCR,0.506
AZGP1,CYP3A4,0.506
AZGP1,CYP3A7,0.506
AZGP1,CYP2C9,0.506
AZGP1,CSF1R,0.506
AZGP1,ORM1,0.506
HMGCS1,BRAF,0.2
SLC25A18,STK4,0.3
MFHAS1,RGS19,0.3
MFHAS1,NKAIN4,0.3
PLEC,S100A16,0.2
WNT2B,PTEN,0.3
NPEPPS,TST,0.85
NPEPPS,PRKAR1A,0.85
NPEPPS,PTP4A3,0.85
NPEPPS,PRODH,0.85
NPEPPS,PIK3CG,0.85
NPEPPS,PRKDC,0.85
NPEPPS,STMN1,0.85
NPEPPS,TK1,0.85
HEXB,MGAT4B,0.2
HEXB,ADAM9,0.3
HEXB,IL6ST,0.2
TAOK2,PPP1R10,0.3
TAOK2,BRF1,0.3
TAOK2,TBL3,0.2
ERICH5,TP53,0.3
MYL12B,NRAS,0.458
SRP72,NRAS,0.44
CNIH1,PTAR1,0.6
P2RY13,BRCA1,0.3
TRPC7,FCGR3B,0.3
RPS6,RIMS2,0.3
MLLT10,SF3B2,0.3
MLLT10,YME1L1,0.2
MLLT10,PRPF18,0.2
MLLT10,ZNF33A,0.2
MLLT10,NSUN6,0.2
MLLT10,ZNF37A,0.2
MLLT10,SF3B1,0.164
MLLT10,ZNF273,0.3
LRP1B,NAE1,0.575
LIG1,NAE1,0.575
LIG1,SAE1,0.2
LIG1,STMN1,0.85
LIG1,POLD1,0.2
LIG1,XRCC1,0.2
LIG1,PPP5C,0.2
LIG1,NDUFB1,0.85
LIG1,MAP3K10,0.85
LIG1,PARP1,0.85
LIG1,NAP1L4,0.3
LIG1,TRIM28,0.2
LIG1,TPSAB1,0.85
LIG1,SNRPD2,0.2
LIG1,SSTR5,0.85
LIG1,MAPK12,0.85
LIG1,PIM1,0.85
LIG1,RBM14,0.3
LIG1,ZNF574,0.2
LIG1,TXN,0.85
LIG1,NAMPT,0.85
LIG1,SKP2,0.85
LIG1,PRKDC,0.85
MMP7,KRAS,0.6
MMP7,PREPL,0.3
MMP7,TAF4,0.3
RPL5,VPS72,0.85
RPL5,HNRNPA1,0.3
RPL5,ZNF574,0.85
RPL5,SLC22A1,0.503
RPL5,TRMT5,0.85
RPL5,TTC4,0.85
RPL5,ZNF830,0.85
RPL5,TUBGCP3,0.85
RPL5,TAF2,0.85
RPL5,SPAG7,0.85
RPL5,SLC22A2,0.503
RPL5,RTF1,0.85
RPL5,TAF1,0.85
RPL5,TRNAU1AP,0.85
VIM,ZCCHC24,0.2
KDELR2,THBS1,0.3
KDELR2,OSMR,0.2
KDELR2,PTEN,0.3
DMP1,XYLB,0.3
DMP1,KMT2D,0.173
DMP1,CSH1,0.3
DMP1,MYC,0.557
DMP1,POLH,0.17
DMP1,POLQ,0.3
DMP1,KMT2B,0.3
DMP1,ROS1,0.3
SLC16A8,SSTR5,0.85
LRFN5,NAE1,0.5
C18orf21,TXNL1,0.2
DAG1,KRAS,0.6
DAG1,NRAS,0.449
DAG1,ABL2,0.4
DAG1,TACR1,0.3
DAG1,KIT,0.4
DAG1,STAT5B,0.4
DAG1,NAE1,0.611
DAG1,SPR,0.167
DAG1,MGAT4B,0.3
DAG1,FYN,0.4
DAG1,HRAS,0.449
DAG1,ABL1,0.4
DAG1,YES1,0.4
DAG1,NTRK1,0.4
DAG1,LCK,0.4
DAG1,KDELR3,0.3
DAG1,EPHA2,0.4
DTD2,S100A10,0.3
DTD2,RADIL,0.3
DTD2,TMEM214,0.3
CEP250,NAE1,0.5
CBX5,TUBA1A,0.2
WWC1,KRAS,0.6
NPTX2,SP2,0.3
ABCA7,HCN1,0.3
PXDN,RAPSN,0.3
UBR5,TP53,0.3
UBR5,UTP23,0.2
NIFK,NRAS,0.458
CD2,NAE1,0.611
LIPE,PDGFRB,0.554
LIPE,RET,0.554
LIPE,PDGFRA,0.554
LIPE,ORM1,0.554
LIPE,SLC22A1,0.554
LIPE,PTGS1,0.554
LIPE,NTRK1,0.554
LIPE,SLC22A2,0.554
RAPGEF4,TMEM207,0.3
GCC1,NAE1,0.5
FCRL4,NAE1,0.575
GADD45G,NAE1,0.611
HCRTR1,TK1,0.85
HCRTR1,NPR1,0.85
HCRTR1,TPSAB1,0.85
HCRTR1,TAOK2,0.85
HCRTR1,PIK3C2B,0.85
HCRTR1,IL12A,0.85
HCRTR1,ITGB7,0.85
HCRTR1,HMGA1,0.85
HCRTR1,HMGCR,0.85
HCRTR1,PARP1,0.85
HCRTR1,MAPK12,0.85
HCRTR1,PIM1,0.85
HCRTR1,LARS2,0.85
HCRTR1,NPEPPS,0.85
HCRTR1,PIK3CG,0.85
HCRTR1,PRKDC,0.85
HCRTR1,UCK2,0.85
HCRTR1,SKP2,0.85
HCRTR1,MC1R,0.85
HCRTR1,LIG1,0.85
HCRTR1,NDUFA4,0.85
HCRTR1,TSPO,0.85
HCRTR1,SSTR5,0.85
HCRTR1,LCK,0.85
HCRTR1,PRODH,0.85
HCRTR1,PRSS8,0.85
HCRTR1,IGF1R,0.85
HCRTR1,PIK3CD,0.85
HCRTR1,NDUFB1,0.85
HCRTR1,STMN1,0.85
ZNF442,BRCA1,0.3
PRDM5,RGS19,0.3
BRCA2,CDK9,0.85
BRCA2,GATA3,0.4
BRCA2,P2RY6,0.85
BRCA2,HRAS,0.455
BRCA2,USP6,0.4
BRCA2,PARP1,0.85
BRCA2,TP53,0.7975
BRCA2,PER1,0.4
BRCA2,BSG,0.85
BRCA2,CCND2,0.4
BRCA2,CHEK2,0.1775
BRCA2,DLGAP5,0.3
BRCA2,DDX10,0.4
BRCA2,RAD51,0.4644
BRCA2,LCK,0.85
BRCA2,MAP3K1,0.4
BRCA2,BRIP1,0.4
BRCA2,SPHK2,0.85
BRCA2,PRKDC,0.2731
BRCA2,MAPK1,0.85
BRCA2,SS18L1,0.4
BRCA2,KMT2C,0.4
BRCA2,TYK2,0.85
BRCA2,SMARCB1,0.85
BRCA2,XRCC4,0.1775
BRCA2,CKAP2,0.2
BRCA2,TP53BP1,0.1775
BRCA2,KMT2E,0.4
BRCA2,WEE1,0.85
BRCA2,RAD50,0.1775
BRCA2,RPL22,0.4
BRCA2,JAK2,0.4
BRCA2,DCK,0.85
BRCA2,MAPK12,0.85
BRCA2,NDUFB1,0.85
BRCA2,EZH2,0.4
BRCA2,PRAM1,0.304
BRCA2,DDB2,0.4
BRCA2,MUC16,0.3
BRCA2,H2AX,0.1775
BRCA2,CREBBP,0.4
BRCA2,GPI,0.85
BRCA2,PIM1,0.85
BRCA2,EPRS1,0.85
BRCA2,TSC1,0.4
BRCA2,DDB1,0.1775
BRCA2,FH,0.4
BRCA2,MAP2K1,0.85
BRCA2,XAB2,0.1775
BRCA2,NRAS,0.455
BRCA2,MET,0.4
BRCA2,EXT1,0.4
BRCA2,STIL,0.3
BRCA2,PTCH1,0.4
BRCA2,CHEK1,0.2731
BRCA2,MAP2K4,0.4
BRCA2,MYC,0.1775
BRCA2,CDH1,0.4
BRCA2,NOTCH2,0.4
BRCA2,MEN1,0.4
BRCA2,NFKB2,0.4
BRCA2,SUFU,0.4
BRCA2,RAD51B,0.1775
BRCA2,DOT1L,0.85
BRCA2,TST,0.85
BRCA2,KDM5C,0.85
BRCA2,TRIP11,0.4
BRCA2,SEM1,0.1775
BRCA2,RAD51C,0.1775
BRCA2,IL6ST,0.4
BRCA2,TUBGCP3,0.2
BRCA2,RB1,0.4
BRCA2,TPSAB1,0.85
BRCA2,CDK1,0.1775
BRCA2,HERPUD1,0.4
BRCA2,MSI2,0.4
BRCA2,FLT3,0.85
BRCA2,MTOR,0.3
BRCA2,SLC5A5,0.85
BRCA2,WRN,0.4
BRCA2,HDAC6,0.85
BRCA2,XRCC5,0.1775
BRCA2,FLI1,0.4
BRCA2,ERBB4,0.85
BRCA2,PPARA,0.4
BRCA2,SKP2,0.85
BRCA2,XRCC3,0.1775
BRCA2,RECQL4,0.4
BRCA2,CDK12,0.85
BRCA2,RAD52,0.1775
BRCA2,PARP2,0.8
BRCA2,CANT1,0.4
BRCA2,HCRTR1,0.85
BRCA2,CIT,0.85
BRCA2,FBN1,0.4
BRCA2,XRCC6,0.1775
BRCA2,PBX1,0.4
BRCA2,NAE1,0.647
BRCA2,OBI1,0.2
BRCA2,MTRF1L,0.4
BRCA2,NAGK,0.85
BRCA2,PIK3R1,0.4
BRCA2,ELK4,0.4
BRCA2,STMN1,0.85
BRCA2,HMGCR,0.85
BRCA2,NFIB,0.4
BRCA2,PKLR,0.85
BRCA2,CCT2,0.4
BRCA2,MLH1,0.4
BRCA2,PRDX2,0.1775
BRCA2,SYNE2,0.4
BRCA2,IGF1R,0.85
BRCA2,CD22,0.85
BRCA2,HMGA1,0.85
BRCA2,SDHB,0.4
BRCA2,PTEN,0.1775
BRCA2,FHIT,0.4
BRCA2,AFDN,0.4
BRCA2,USP11,0.1775
BRCA2,NLRP2,0.1775
BRCA2,XRCC2,0.1775
BRCA2,MCPH1,0.4
BRCA2,PIK3C3,0.4
DSE,MTMR14,0.3
PCDHB11,EXOC5,0.3
PCDHB11,NONO,0.3
SPTY2D1,KRAS,0.6
ADRB2,MSH2,0.56
ADRB2,SLC5A6,0.3
RRP9,KRAS,0.6
NEPRO,NAE1,0.5
KLK10,KLK7,0.2
KLK10,KLK11,0.2
KLK10,KLK8,0.2
KLK10,KLK9,0.2
KLK10,MYH14,0.2
RASL11A,KRAS,0.6
EEF1G,WDR61,0.85
EEF1G,ROMO1,0.85
EEF1G,ZNF830,0.85
EEF1G,NUP85,0.85
EEF1G,RTF1,0.85
EEF1G,TUBGCP3,0.85
EEF1G,POLR2K,0.85
EEF1G,TRMT5,0.85
EEF1G,TTC4,0.85
EEF1G,ZWINT,0.85
EEF1G,PNN,0.85
EEF1G,NSMCE4A,0.85
EEF1G,MFAP1,0.85
EEF1G,VPS72,0.85
EEF1G,YTHDC1,0.85
EEF1G,GTF3C3,0.85
EEF1G,EXOSC9,0.85
CLTB,NAE1,0.629
GTF2B,KRAS,0.452
GTF2B,FNTA,0.3
GTF2B,MYC,0.491
GTF2B,NRAS,0.452
GTF2B,HRAS,0.452
GTF2B,NUP42,0.3
RAPGEF6,TCERG1,0.2
FAT3,MYC,0.455
POTEE,PTEN,0.3
POTEE,BRCA2,0.3
IDI1,INSIG1,0.3
PLXNA4,TPM3,0.3
SH2D2A,UTRN,0.3
CLUH,TRAP1,0.173
CLUH,CAPN15,0.173
CLUH,MINK1,0.2
CLUH,USP36,0.173
CLUH,SLC25A10,0.173
CLUH,RNF167,0.2
MASTL,SSB,0.85
MASTL,ZNF574,0.85
MASTL,ZNF511,0.85
MASTL,TRRAP,0.85
MASTL,MRPS25,0.85
MASTL,RPP38,0.85
MASTL,MRPS18A,0.85
MASTL,PNN,0.85
MASTL,MED28,0.85
MASTL,TTC4,0.85
MASTL,TRNAU1AP,0.85
MASTL,PDCD7,0.85
MASTL,PRPF18,0.85
MASTL,TUBGCP3,0.85
MASTL,XRN2,0.85
MASTL,NACA,0.85
MASTL,RPL13,0.85
MASTL,SPAG7,0.85
MASTL,RBBP8,0.85
MASTL,ZNRD1,0.85
MASTL,TRMT5,0.85
MASTL,POLR2K,0.85
MASTL,NSMCE4A,0.85
MASTL,PWP1,0.85
MASTL,PTTG1,0.85
MASTL,NOL10,0.85
MASTL,SLC35A1,0.85
MASTL,NRAS,0.503
MASTL,MED23,0.85
MASTL,MRPL42,0.85
MASTL,WDR70,0.85
MASTL,PPAT,0.85
MASTL,PSMD1,0.85
MASTL,ZNF830,0.85
MASTL,TCOF1,0.85
MASTL,TCF25,0.85
MASTL,NOLC1,0.85
MASTL,OGFOD1,0.85
PCDHGC3,PCDHGC5,0.2
CRY1,KRAS,0.446
CRY1,HRAS,0.446
CRY1,NRAS,0.446
YIPF4,SPTLC1,0.3
ADGRA2,HRAS,0.44
ADGRA2,NRAS,0.44
ADGRA2,KRAS,0.44
BCL2L11,EGFR,0.56
BCL2L11,JUN,0.1775
BCL2L11,MCL1,0.56
BCL2L11,BRAF,0.1775
BCL2L11,MAPK1,0.1775
BCL2L11,NAE1,0.611
BCL2L11,MET,0.1775
BCL2L11,XIAP,0.1775
BCL2L11,HGF,0.1775
BCL2L11,CDK2,0.1775
BCL2L11,MTOR,0.1775
BCL2L11,SMAD3,0.1775
BCL2L11,BMF,0.4305
BCL2L11,PARP1,0.1775
BCL2L11,PIK3CA,0.1775
BCL2L11,NRAS,0.1775
BCL2L11,ERBB2,0.2731
BCL2L11,MYC,0.2731
BCL2L11,STARD13,0.1775
BCL2L11,MAPK8,0.1775
BCL2L11,CDK1,0.56
RNF183,MAP2K1,0.2
RNF183,MAP2K2,0.2
FBXO36,NRAS,0.509
FBXO36,KRAS,0.6
FBXO36,HRAS,0.509
ZNF665,ZNF701,0.2
ZNF665,ZNF91,0.2
RPL10,BRCA1,0.3
RPL10,TP53,0.3
RPL10,TUBGCP3,0.85
RPL10,ZNF574,0.85
GSR,TXNRD1,0.2
RECQL,BRCA1,0.3
RECQL,TCEA3,0.3
GFPT2,HRAS,0.44
GFPT2,OSMR,0.2
GFPT2,NRAS,0.44
GFPT2,KRAS,0.44
DCLK2,HRAS,0.464
DCLK2,NRAS,0.464
DCLK2,KRAS,0.6
SERINC1,UBA6,0.3
SERINC1,SLC38A2,0.3
SERINC1,PTK2,0.3
SERINC1,MMADHC,0.3
CXCR6,P2RX2,0.3
CANT1,DDHD2,0.3
CANT1,NOTCH2,0.4
CANT1,PTCH1,0.4
CANT1,SDHB,0.4
CANT1,MAP3K1,0.4
CANT1,MEN1,0.4
CANT1,PPARA,0.4
CANT1,CD36,0.3
CANT1,FLI1,0.4
CANT1,ELK4,0.4
CANT1,MCPH1,0.4
CANT1,SS18L1,0.4
CANT1,JAK2,0.4
CANT1,NFKB2,0.4
CANT1,KMT2E,0.4
CANT1,MSI2,0.4
CANT1,KMT2C,0.4
CANT1,NFIB,0.4
GARNL3,NAE1,0.629
KRT15,RHAG,0.3
FAM131B,BRCA1,0.3
NNMT,PRSS23,0.2
RIPOR3,KRAS,0.449
RIPOR3,NRAS,0.449
RIPOR3,HRAS,0.449
RESF1,TP53,0.3
MACO1,MED19,0.3
PPWD1,WDR61,0.85
PPWD1,RBM17,0.85
PPWD1,TRMT5,0.85
PPWD1,WDR77,0.85
PPWD1,TCERG1,0.2
PPWD1,RPL5,0.85
PPWD1,RPL13,0.85
PPWD1,RNGTT,0.85
PPWD1,PRMT5,0.85
PPWD1,TAF9,0.2
PPWD1,TTC4,0.85
PPWD1,RAE1,0.85
PPWD1,KRAS,0.6
PPWD1,SEC22B,0.85
PPWD1,TUBGCP3,0.85
PPWD1,WDR70,0.85
PPWD1,ZWINT,0.85
PPWD1,WARS2,0.85
PPWD1,RPL28,0.85
PPWD1,PSMB7,0.85
PPWD1,SNRNP70,0.85
PPWD1,PTTG1,0.85
PPWD1,RIOK2,0.2
CASC3,NKIRAS2,0.2
HNRNPC,TLR5,0.3
HNRNPC,TPR,0.3
HNRNPC,TBL1XR1,0.3
HNRNPC,NRAS,0.452
HNRNPC,MTREX,0.3
HNRNPC,DDX46,0.3
HNRNPC,PNN,0.2
HNRNPC,YBX1,0.3
HNRNPC,HRAS,0.452
DDX6,DCTN1,0.3
DDX6,SMG7,0.3
DDX6,ZC3H7B,0.3
WASHC5,TP53,0.3
TRIR,KRI1,0.2
TRIR,FARSA,0.2
TRIR,NAE1,0.611
ARTN,ZHX3,0.3
EMP3,LGALS1,0.3
LUZP1,PTCD1,0.3
KLHL8,LIN9,0.3
KLHL8,KRAS,0.488
KLHL8,ZNF678,0.3
KLHL8,NRAS,0.488
KLHL8,MSL2,0.3
PFAS,TUBGCP3,0.85
PFAS,TTC4,0.85
PFAS,PSMD1,0.85
SNIP1,TUBGCP3,0.85
SNIP1,VPS72,0.85
SNIP1,TRMT5,0.85
SNIP1,TTC4,0.85
UBE2I,MYC,0.4
ARID2,ZBTB39,0.2
ARID2,VHL,0.85
ARID2,HDAC6,0.85
ARID2,EGFR,0.85
ARID2,CHEK1,0.85
ARID2,TSC1,0.85
ARID2,RRM2,0.85
ETFBKMT,NRAS,0.44
HOXD1,NRAS,0.461
HOXD1,HRAS,0.461
HOXD1,KRAS,0.6
MINK1,MNT,0.2
CENPB,DDRGK1,0.2
CXCL10,MYC,0.461
VPS33A,KRAS,0.6
ACTR10,NUP54,0.85
ACTR10,UBA3,0.85
ACTR10,PPP2R1A,0.85
ACTR10,HRAS,0.449
ACTR10,CEP192,0.85
ACTR10,AURKA,0.85
ACTR10,REXO2,0.85
ACTR10,EXOSC9,0.85
ACTR10,NRAS,0.449
ACTR10,ANAPC13,0.85
ACTR10,FH,0.85
ACTR10,KRAS,0.6
ACTR10,PELO,0.85
ACTR10,ZNF574,0.85
ACTR10,KCTD10,0.85
ACTR10,PPWD1,0.85
ACTR10,COPS2,0.85
ACTR10,MYC,0.548
ACTR10,COPS4,0.85
HSP90AA1,RB1,0.4
HSP90AA1,MCL1,0.4
HSP90AA1,TP53,0.3
HSP90AA1,TSC1,0.304
HSP90AA1,PRKDC,0.85
HSP90AA1,WEE1,0.85
HSP90AA1,LLGL1,0.4
HSP90AA1,TOP1,0.85
HSP90AA1,VHL,0.85
HSP90AA1,ATR,0.4
HSP90AA1,CDKN1B,0.4
HSP90AA1,FZR1,0.4
ZNF792,BRCA1,0.3
LYAR,RIOK1,0.3
TTC26,BRCA1,0.3
TAF5L,UCHL5,0.2
AADACL2,C11orf24,0.3
AADACL2,AMELX,0.3
AADACL2,LCN15,0.3
CCDC88A,TP53,0.3
SS18L1,BRCA1,0.3
LONRF3,NRAS,0.443
DLGAP3,BRCA1,0.3
AKAP4,BMP8A,0.3
HTR3C,BRCA1,0.3
HTR3C,SLC1A5,0.3
HTR3C,PTEN,0.3
HTR3C,NKIRAS2,0.3
CASP2,LUC7L2,0.2
CASP2,ZNF212,0.2
CASP2,EZH2,0.2
CASP2,SLC25A40,0.2
CASP2,ZNF282,0.2
CASP2,BRCA1,0.3
CASP2,MCM7,0.2
LTA,NAE1,0.611
KCNS1,MYC,0.554
PNKP,PTPN6,0.56
PNKP,STRN4,0.2
PNKP,TRIM28,0.2
PNKP,PTOV1,0.2
SLC35G5,TSC22D2,0.3
FBLN1,INTS8,0.3
CYP2C9,GBP4,0.506
CYP2C9,RO60,0.527
CYP2C9,FANCF,0.5
CYP2C9,GAPDH,0.509
CYP2C9,KCNQ4,0.5
CYP2C9,RPL36A,0.518
CYP2C9,UBE3A,0.509
CYP2C9,IL4,0.524
CYP2C9,HCFC1,0.5
CYP2C9,MAPK11,0.449
CYP2C9,PDE4DIP,0.554
CYP2C9,SP100,0.503
CYP2C9,NCOA3,0.503
CYP2C9,RPL21,0.533
CYP2C9,SESTD1,0.515
CYP2C9,PYROXD1,0.503
CYP2C9,TFAP2B,0.53
CYP2C9,TRIP11,0.509
CYP2C9,PPP3CB,0.443
CYP2C9,SAT1,0.512
CYP2C9,KCNJ13,0.521
CYP2C9,PLEKHM1,0.506
CYP2C9,RFC5,0.5
CYP2C9,TJP1,0.527
CYP2C9,PGAP2,0.509
CYP2C9,EHF,0.512
CYP2C9,MBD4,0.548
CYP2C9,SEL1L,0.506
CYP2C9,GLT8D1,0.503
CYP2C9,MGAT2,0.509
CYP2C9,SPTB,0.506
CYP2C9,ZNF473,0.515
CYP2C9,TRIM24,0.509
CYP2C9,HECTD3,0.5
CYP2C9,NKRF,0.512
CYP2C9,TLE1,0.509
CYP2C9,OR2F1,0.503
CYP2C9,RYK,0.44
CYP2C9,DLAT,0.506
CYP2C9,FCN3,0.53
CYP2C9,UCP2,0.506
CYP2C9,PPP1R2,0.506
CYP2C9,EPB42,0.506
CYP2C9,PTPRD,0.5
CYP2C9,NRG2,0.503
CYP2C9,LIPE,0.554
CYP2C9,RAD9A,0.5
CYP2C9,ALPK1,0.5
CYP2C9,HLA-DRA,0.503
CYP2C9,RCAN2,0.443
CYP2C9,HLA-DRB5,0.503
CYP2C9,EGR3,0.518
CYP2C9,S1PR2,0.503
CYP2C9,SV2B,0.506
CYP2C9,FKBP11,0.506
CYP2C9,ITGB1,0.503
CYP2C9,LAPTM4B,0.506
CYP2C9,KIF5A,0.5
CYP2C9,GTF2H5,0.515
CYP2C9,NFATC1,0.44
CYP2C9,SORBS1,0.503
CYP2C9,RPL5,0.503
CYP2C9,MORC3,0.506
CYP2C9,RCAN1,0.44
CYP2C9,SMO,0.5
CYP2C9,SRI,0.506
CYP2C9,GLIPR1,0.503
CYP2C9,HERC5,0.5
CYP2C9,PDE6C,0.443
CYP2C9,IRF7,0.551
CYP2C9,ZP3,0.521
CYP2C9,GTSE1,0.5
CYP2C9,IL27RA,0.524
CYP2C9,GGCX,0.503
CYP2C9,THAP1,0.506
CYP2C9,PDLIM5,0.587
CYP2C9,NAE1,0.5
CYP2C9,NUDT3,0.506
CYP2C9,FZD8,0.578
CYP2C9,SNTA1,0.587
CYP2C9,RPL35,0.509
CYP2C9,RTP4,0.509
CYP2C9,PTPN3,0.5
CYP2C9,MOK,0.5
CYP2C9,TAP2,0.5
CYP2C9,TAS2R14,0.506
CYP2C9,HPS1,0.5
CYP2C9,ILK,0.5
CYP2C9,TMEFF1,0.509
CYP2C9,PTPRF,0.5
CYP2C9,MAML1,0.509
CYP2C9,SENP1,0.5
CYP2C9,SLC50A1,0.53
CYP2C9,PGLS,0.581
CYP2C9,SNX10,0.503
CYP2C9,LRRC37A3,0.515
CYP2C9,H3C7,0.503
CYP2C9,HIF3A,0.521
CYP2C9,SOD2,0.5
CYP2C9,FLT3LG,0.518
CYP2C9,PRKCQ,0.521
CYP2C9,XRCC6,0.5
CYP2C9,TBCCD1,0.512
CYP2C9,PEX1,0.5
CYP2C9,IFI16,0.524
CYP2C9,ERMP1,0.506
CYP2C9,PPP3CA,0.545
CYP2C9,SP110,0.515
CYP2C9,DBF4,0.557
CYP2C9,LPAR1,0.5
CYP2C9,WNT5A,0.443
CYP2C9,RAP1A,0.503
CYP2C9,SKP1,0.506
CYP2C9,EDF1,0.506
CYP2C9,HACE1,0.5
CYP2C9,KAT6A,0.512
CYP2C9,SEPTIN6,0.503
CYP2C9,GPC5,0.521
CYP2C9,UGT1A7,0.557
CYP2C9,ITCH,0.512
CYP2C9,SCAF11,0.506
CYP2C9,UBA6,0.515
CYP2C9,FBXL14,0.5
CYP2C9,TNFRSF9,0.506
CYP2C9,ZNF140,0.506
CYP2C9,PDE3A,0.5
CYP2C9,RARA,0.509
CYP2C9,PLOD2,0.503
CYP2C9,SYT11,0.503
CYP2C9,SETMAR,0.506
CYP2C9,FOSL1,0.473
CYP2C9,EEPD1,0.5
CYP2C9,DDAH1,0.515
CYP2C9,NFATC2IP,0.44
CYP2C9,UTP14A,0.539
CYP2C9,PLCB1,0.443
CYP2C9,IL7,0.446
CYP2C9,PDE6H,0.44
CYP2C9,TPM1,0.512
CYP2C9,FZD2,0.44
CYP2C9,SRSF1,0.446
CYP2C9,SMARCA1,0.506
CYP2C9,INTS6L,0.506
CYP2C9,PRMT8,0.44
PPRC1,PIAS4,0.3
PPRC1,SNAPC4,0.3
LGALS7,NAE1,0.611
C8orf33,NDUFB9,0.2
GRIN2C,IL20RB,0.3
GRIN2C,MRPL19,0.3
GRIN2C,SMU1,0.3
GRIN2C,LIPT1,0.3
GRIN2C,MINPP1,0.3
GRIN2C,UQCRC2,0.3
GRIN2C,COPS8,0.3
GRIN2C,HNRNPF,0.3
GRIN2C,PSMC6,0.3
GRIN2C,RAD17,0.3
GRIN2C,B3GNT2,0.3
GRIN2C,PRKRA,0.3
EPHA8,SNX9,0.1522
EPHA8,TLR5,0.3
HMGB2,FUS,0.3
HMGB2,SKP2,0.3
HMGB2,NAE1,0.575
HMGB2,HNRNPA3,0.3
HMGB2,HNRNPA1,0.3
HMGB2,USP37,0.3
HMGB2,BCLAF1,0.3
HMGB2,TIMELESS,0.3
PNO1,YIPF4,0.2
PNO1,SSB,0.2
PNO1,RAB1A,0.2
IL17A,NAE1,0.629
IL17A,PTEN,0.3
BLK,IKZF1,0.3
POU2F1,USP21,0.2
POU2F1,ZNF678,0.2
POU2F1,CHD4,0.3
RCOR3,SRP9,0.2
RCOR3,PHF21A,0.3
TENT5B,RBM19,0.3
